time,TH_x,TH_y,TH_z,SC_y,SC_z,SC_x,AC_y,AC_z,AC_x,GH_y,GH_z,GH_yy,EL_x,PS_y
0,0,0,0,-0.370793075,0.131742642,0.222661142,0.620561973,-0.435280018,-0.313213174,0.435721363,0.49761777,0.266289691,0.087266463,1.421331712
1,0,0,0,-0.370793075,0.131742642,0.222661142,0.620561973,-0.435280018,-0.313213174,0.435721363,1.570796327,0.266289691,1.570796327,1.421331712
