Trajectories
100
,,New Patient 1:C7,,,New Patient 1:PX,,,New Patient 1:T8,,,New Patient 1:IJ,,,New Patient 1:SC,,,New Patient 1:AC,,,New Patient 1:AI,,,New Patient 1:TS,,,New Patient 1:AA,,,New Patient 1:GH,,,New Patient 1:LE,,,New Patient 1:ME,,,New Patient 1:US,,,New Patient 1:RS,,,New Patient 1:C7,,,New Patient 1:PX,,,New Patient 1:T8,,,New Patient 1:IJ,,,New Patient 1:SC,,,New Patient 1:AC,,,New Patient 1:AI,,,New Patient 1:TS,,,New Patient 1:AA,,,New Patient 1:GH,,,New Patient 1:LE,,,New Patient 1:ME,,,New Patient 1:US,,,New Patient 1:RS,,,New Patient 1:C7,,,New Patient 1:PX,,,New Patient 1:T8,,,New Patient 1:IJ,,,New Patient 1:SC,,,New Patient 1:AC,,,New Patient 1:AI,,,New Patient 1:TS,,,New Patient 1:AA,,,New Patient 1:GH,,,New Patient 1:LE,,,New Patient 1:ME,,,New Patient 1:US,,,New Patient 1:RS,,,| New Patient 1:C7 |,| New Patient 1:PX |,| New Patient 1:T8 |,| New Patient 1:IJ |,| New Patient 1:SC |,| New Patient 1:AC |,| New Patient 1:AI |,| New Patient 1:TS |,| New Patient 1:AA |,| New Patient 1:GH |,| New Patient 1:LE |,| New Patient 1:ME |,| New Patient 1:US |,| New Patient 1:RS |,| New Patient 1:C7 |,| New Patient 1:PX |,| New Patient 1:T8 |,| New Patient 1:IJ |,| New Patient 1:SC |,| New Patient 1:AC |,| New Patient 1:AI |,| New Patient 1:TS |,| New Patient 1:AA |,| New Patient 1:GH |,| New Patient 1:LE |,| New Patient 1:ME |,| New Patient 1:US |,| New Patient 1:RS |,| New Patient 1:C7 |,| New Patient 1:PX |,| New Patient 1:T8 |,| New Patient 1:IJ |,| New Patient 1:SC |,| New Patient 1:AC |,| New Patient 1:AI |,| New Patient 1:TS |,| New Patient 1:AA |,| New Patient 1:GH |,| New Patient 1:LE |,| New Patient 1:ME |,| New Patient 1:US |,| New Patient 1:RS |,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )'',Magnitude( X )''
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²
1,0,689.022,18.1346,1535.9,458.793,-9.38352,1291.25,760.502,7.81012,1319.95,527.077,-4.32866,1432.74,531.881,20.6651,1440.14,608.816,165.533,1472.68,733.016,90.9646,1456.49,766.511,88.1345,1336.58,684.888,207.413,1430.28,646.165,223.852,1442.61,587.115,274.677,1151.33,539.823,196.838,1130.5,481.017,333.35,900.009,469.269,401.823,929.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.47,1370.37,1523.39,1526.62,1535.36,1602.14,1633.08,1543.3,1599.31,1596.49,1321.25,1268.14,1073.55,1116.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,689.038,18.0262,1535.89,458.76,-9.45741,1291.24,760.457,7.78868,1319.97,527.084,-4.56216,1432.72,531.829,20.4487,1440.16,608.649,165.377,1472.75,732.965,90.8817,1456.51,766.285,88.0143,1336.54,684.79,207.353,1430.34,646.09,223.77,1442.68,587.142,274.675,1151.37,539.914,196.881,1130.51,481.077,333.362,900.006,469.17,401.82,929.99,1.66297,-10.8369,-0.858307,-3.37958,-7.38809,-1.03712,-4.48227,-2.14451,1.13249,0.715256,-23.3501,-2.70605,-5.21541,-21.6324,2.76566,-16.6476,-15.6194,6.99759,-5.11408,-8.28281,2.30074,-22.6319,-12.0208,-3.86238,-9.86457,-6.03348,6.13928,-7.56383,-8.20756,6.19888,2.67029,-0.214577,4.23193,9.14335,4.24087,1.49012,5.96642,1.17719,-0.274181,-9.92715,-0.333786,10.9136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.47,1370.34,1523.37,1526.6,1535.36,1602.13,1633.07,1543.14,1599.31,1596.5,1321.3,1268.2,1073.58,1116.45,-0.214577,-2.06232,-1.26362,-2.21729,0.500679,-1.50204,-0.703335,-15.2707,0.488758,1.39475,4.82798,5.87702,2.81334,4.79221,,,,,,,,,,,,,,
3,0,689.042,17.9258,1535.89,458.726,-9.53711,1291.22,760.415,7.7655,1319.98,527.072,-4.78578,1432.68,531.789,20.2615,1440.17,608.53,165.294,1472.88,732.906,90.8004,1456.54,765.955,87.8758,1336.5,684.694,207.288,1430.4,645.993,223.686,1442.74,587.159,274.68,1151.42,539.983,196.899,1130.55,481.283,333.45,900.044,469.179,401.849,930.086,0.309944,-10.0441,-0.405312,-3.30508,-7.97091,-1.74046,-4.18425,-2.31769,1.32322,-1.2517,-22.3625,-3.32594,-3.98159,-18.7226,0.321865,-11.9507,-8.36402,12.9104,-5.84126,-8.13603,2.46763,-32.9792,-13.8529,-4.673,-9.53078,-6.50734,6.28233,-9.67979,-8.43853,6.85453,1.69277,0.479817,5.48363,6.86049,1.82837,3.40939,20.6232,8.87513,3.85642,0.882149,2.89679,9.61423,-135.303,79.2742,45.2995,7.45058,-58.2822,-70.3335,29.8023,-17.3179,19.0735,-196.695,98.7621,-61.9888,123.382,290.982,-244.379,469.685,725.538,591.278,-72.7177,14.6776,16.6893,-1034.74,-183.21,-81.0623,33.3786,-47.3857,14.3051,-211.596,-23.0968,65.5651,-97.7516,69.4394,125.17,-228.286,-241.25,191.927,1465.68,769.794,413.06,1080.93,323.057,-129.938,1683.46,1370.32,1523.36,1526.57,1535.35,1602.19,1633.06,1542.93,1599.32,1596.51,1321.36,1268.26,1073.73,1116.54,-0.345707,-2.69413,-0.953674,-3.49283,-1.33514,6.46114,-0.870228,-21.2193,0.691414,1.0848,5.62668,6.24657,15.223,9.42945,-13.113,-63.1809,30.9944,-127.554,-183.582,796.318,-16.6893,-594.854,20.2656,-30.9944,79.8702,36.9549,1240.97,463.724
4,0,689.033,17.8311,1535.89,458.695,-9.62297,1291.2,760.376,7.74044,1319.99,527.039,-4.99834,1432.65,531.749,20.108,1440.16,608.435,165.223,1473.02,732.841,90.7193,1456.57,765.6,87.7426,1336.46,684.599,207.225,1430.48,645.884,223.597,1442.82,587.167,274.683,1151.49,540.029,196.894,1130.6,481.582,333.574,900.099,469.283,401.896,930.172,-0.834465,-9.46652,-0.0357628,-3.18289,-8.58549,-2.46763,-3.89814,-2.50619,1.4782,-3.22461,-21.2561,-3.71933,-3.96967,-15.3515,-0.739098,-9.47118,-7.04378,14.0905,-6.53863,-8.104,2.94447,-35.4886,-13.3209,-3.6478,-9.59039,-6.26445,7.43866,-10.8957,-8.84384,7.76052,0.864267,0.315905,7.03335,4.63724,-0.51707,5.05447,29.8738,12.3978,5.47171,10.407,4.69387,8.61883,-114.441,57.7606,36.9549,12.219,-61.458,-72.7177,28.6102,-18.85,15.4972,-197.291,110.641,-39.3391,1.19209,337.102,-106.096,247.955,132.024,118.017,-69.7374,3.20375,47.6837,-250.936,53.1971,102.52,-5.96046,24.2889,115.633,-121.593,-40.5312,90.5991,-82.8505,-16.3913,154.972,-222.325,-234.544,164.509,925.064,352.263,161.529,952.482,179.708,-99.5398,1683.46,1370.28,1523.36,1526.52,1535.32,1602.28,1633.06,1542.71,1599.34,1596.53,1321.42,1268.33,1073.95,1116.68,-0.476837,-3.32594,-0.679493,-4.54187,-2.26498,8.63075,-0.762939,-21.5292,1.72853,1.37091,6.58035,6.40154,21.8391,13.2322,-13.113,-63.1809,27.4181,-104.904,-92.9832,216.961,10.7288,-30.9944,103.712,28.6102,95.3674,15.4972,661.612,380.278
5,0,689.02,17.7351,1535.89,458.665,-9.71461,1291.16,760.34,7.71324,1320.01,526.988,-5.19796,1432.61,531.7,19.9753,1440.16,608.336,165.114,1473.14,732.771,90.6371,1456.61,765.358,87.6511,1336.46,684.503,207.162,1430.57,645.775,223.503,1442.91,587.17,274.673,1151.58,540.056,196.868,1130.66,481.901,333.68,900.141,469.475,401.952,930.252,-1.2815,-9.59579,0.441074,-2.96235,-9.16431,-3.25441,-3.63588,-2.71983,1.56164,-5.08428,-19.9621,-3.75509,-4.92334,-13.2732,-0.345707,-9.93013,-10.9226,12.0044,-7.01547,-8.22395,4.06504,-24.2531,-9.14931,0.309944,-9.59039,-6.33597,9.40561,-10.9375,-9.4369,8.95262,0.232458,-1.05202,8.64267,2.62856,-2.53618,6.02007,31.9093,10.547,4.1604,19.2255,5.63562,8.03471,-44.7035,-12.9268,47.6837,22.0537,-57.8817,-78.6781,26.226,-21.3645,8.34465,-185.966,129.398,-3.57628,-95.3674,207.834,39.3391,-45.8956,-387.877,-208.616,-47.6837,-11.9954,112.057,1123.55,417.158,395.775,0,-7.15256,196.695,-4.17233,-59.3066,119.209,-63.1809,-136.793,160.933,-200.868,-201.911,96.5595,203.55,-185.072,-131.13,881.851,94.1753,-58.4126,1683.46,1370.24,1523.35,1526.47,1535.3,1602.34,1633.06,1542.59,1599.37,1596.55,1321.5,1268.39,1074.16,1116.84,-0.226498,-3.99351,-0.464916,-5.20945,-2.20537,6.13928,0.0119209,-12.2786,3.49283,2.34842,7.41482,6.09159,21.0762,16.7966,25.034,-66.7572,21.4577,-66.7572,5.96046,-249.147,77.486,925.064,176.43,97.7516,83.4465,-30.9944,-76.2939,356.436
6,0,689.015,17.6278,1535.91,458.639,-9.81093,1291.12,760.306,7.68354,1320.03,526.923,-5.38281,1432.57,531.645,19.8401,1440.16,608.22,164.988,1473.29,732.701,90.5553,1456.66,765.333,87.624,1336.52,684.416,207.084,1430.68,645.674,223.403,1443.01,587.169,274.638,1151.68,540.066,196.828,1130.72,482.201,333.746,900.162,469.725,402.002,930.335,-0.500679,-10.7329,1.37091,-2.63453,-9.63146,-3.96967,-3.40343,-2.97003,1.57356,-6.56247,-18.4843,-3.45707,-5.54919,-13.5211,0.25034,-11.6229,-12.5632,14.5316,-6.95586,-8.18074,5.43594,-2.5034,-2.70531,5.81741,-8.7142,-7.73221,11.1103,-10.103,-10.021,9.91821,-0.0834465,-3.44515,9.53674,0.989437,-4.04865,6.05583,30.0795,6.65486,2.09212,24.9982,4.94421,8.22544,78.0821,-113.714,92.9832,32.7826,-46.7151,-71.5256,23.2458,-25.02,1.19209,-147.82,147.778,29.8023,-62.5849,-24.7918,59.6046,-169.277,-164.062,252.724,5.96046,4.32134,137.091,2174.97,644.401,550.747,87.6188,-139.624,170.469,83.4465,-58.4126,96.5595,-31.5905,-239.313,89.407,-163.913,-151.247,3.57628,-182.986,-389.218,-206.828,577.271,-69.1414,19.0735,1683.47,1370.2,1523.35,1526.42,1535.28,1602.41,1633.07,1542.63,1599.42,1596.58,1321.57,1268.44,1074.34,1117.04,0.941753,-4.55379,-0.357628,-5.43594,-1.85966,7.65324,1.28746,3.63588,5.19753,3.46899,7.55787,5.1856,17.3092,19.145,116.825,-56.0284,10.7288,-22.6498,34.5707,151.396,127.554,1591.44,170.469,112.057,14.3051,-90.5991,-376.701,234.842
7,0,689.031,17.5032,1535.94,458.616,-9.91004,1291.08,760.273,7.65076,1320.04,526.849,-5.55257,1432.55,531.595,19.6942,1440.16,608.11,164.865,1473.42,732.638,90.4776,1456.72,765.537,87.6566,1336.63,684.344,206.987,1430.8,645.584,223.299,1443.11,587.167,274.574,1151.77,540.062,196.777,1130.77,482.474,333.783,900.171,469.974,402.019,930.43,1.5676,-12.4596,2.89679,-2.23815,-9.9116,-4.48227,-3.23653,-3.27849,1.4782,-7.4029,-16.9757,-2.75373,-4.95315,-14.583,0.286102,-11.003,-12.3441,13.5541,-6.36578,-7.77319,6.07967,20.3967,3.25814,10.4785,-7.17044,-9.68427,11.5514,-8.97646,-10.404,10.097,-0.149012,-6.41942,9.0003,-0.38743,-5.09471,5.09024,27.2602,3.68655,0.882149,24.8641,1.69873,9.5129,206.828,-172.667,152.588,39.6371,-28.0142,-51.26,16.6893,-30.8454,-9.53674,-84.0425,150.86,70.3335,59.6046,-106.189,3.57628,61.9888,21.9047,-97.7516,59.0086,40.7547,64.373,2290.01,596.344,466.108,154.376,-195.205,44.1074,112.653,-38.296,17.8814,-6.55651,-297.427,-53.6442,-137.687,-104.606,-96.5595,-281.93,-296.831,-120.997,-13.411,-324.547,128.746,1683.5,1370.15,1523.34,1526.36,1535.27,1602.48,1633.09,1542.82,1599.48,1596.62,1321.64,1268.48,1074.48,1117.23,3.14713,-4.8995,-0.357628,-5.07832,-1.63317,7.00951,2.13385,19.3834,6.02007,4.04119,6.44922,3.5882,14.1263,18.99,220.537,-34.5707,0,35.7628,22.6498,-64.373,84.6386,1574.75,82.2544,57.2205,-110.865,-159.74,-318.289,-15.4972
8,0,689.072,17.3643,1535.98,458.597,-10.0096,1291.03,760.242,7.61405,1320.05,526.774,-5.70896,1432.53,531.558,19.5469,1440.16,608.026,164.742,1473.51,732.581,90.403,1456.78,765.867,87.7166,1336.75,684.282,206.875,1430.9,645.501,223.193,1443.2,587.166,274.481,1151.83,540.045,196.719,1130.8,482.7,333.791,900.17,470.177,401.992,930.545,4.11272,-13.8929,4.49419,-1.90139,-9.96059,-4.63724,-3.11136,-3.67104,1.27554,-7.52211,-15.6397,-1.78814,-3.66569,-14.7354,-0.298023,-8.34465,-12.2458,8.17776,-5.6982,-7.45952,5.42402,33.0508,5.99548,11.9328,-6.17504,-11.2161,10.4904,-8.2612,-10.6275,9.29832,-0.166893,-9.32217,6.83069,-1.68681,-5.81592,3.32594,22.6378,0.813603,-0.0417233,20.3609,-2.64347,11.5454,254.512,-143.331,159.74,33.6766,-4.89876,-15.4972,12.517,-39.2552,-20.2656,-11.9209,133.598,96.5595,128.746,-15.2364,-58.4126,265.837,9.83477,-537.634,66.7572,31.3669,-65.5651,1265.41,273.734,145.435,99.5398,-153.184,-106.096,71.5256,-22.3517,-79.8702,-1.78814,-290.275,-216.961,-129.938,-72.1216,-176.43,-462.234,-287.294,-92.3872,-450.313,-434.22,203.252,1683.55,1370.1,1523.34,1526.32,1535.25,1602.52,1633.11,1543.09,1599.54,1596.66,1321.68,1268.49,1074.58,1117.4,5.6386,-4.93526,-0.452995,-4.22001,-1.74046,3.09944,1.85966,27.0844,5.29289,3.57628,3.93391,1.34706,10.3831,17.2377,249.147,-3.57628,-9.53674,85.8307,-10.7288,-391.006,-27.4181,770.092,-72.7177,-46.4916,-251.532,-224.113,-374.317,-175.238
9,0,689.126,17.2224,1536.03,458.58,-10.1077,1290.99,760.212,7.5724,1320.06,526.704,-5.85366,1432.52,531.53,19.4074,1440.15,607.967,164.624,1473.54,732.531,90.3275,1456.81,766.141,87.759,1336.84,684.222,206.763,1430.98,645.418,223.083,1443.28,587.163,274.362,1151.87,540.015,196.656,1130.82,482.865,333.766,900.162,470.329,401.927,930.678,5.41806,-14.1898,4.82798,-1.74046,-9.80729,-4.35114,-3.03984,-4.16478,1.0252,-7.00355,-14.4696,-0.715256,-2.8193,-13.9439,-0.870228,-5.88298,-11.8285,3.71933,-5.00679,-7.54893,3.80278,27.3645,4.24832,9.29832,-5.99027,-11.2668,8.23736,-8.31485,-11,7.92742,-0.26226,-11.8583,3.55244,-2.97427,-6.28531,1.27554,16.4121,-2.49147,-0.858307,15.1753,-6.51777,13.2978,130.534,-29.6906,33.3786,16.0933,15.3296,28.6102,7.15256,-49.3741,-25.034,51.856,117.011,107.288,84.6386,79.1438,-57.2205,246.167,41.7233,-445.843,69.1414,-8.9407,-162.125,-568.628,-174.716,-263.453,18.4774,-5.06639,-225.306,-5.36442,-37.2529,-137.091,-9.53674,-253.618,-327.826,-128.746,-46.9387,-205.04,-622.57,-330.508,-81.6584,-518.56,-387.43,175.238,1683.62,1370.05,1523.33,1526.29,1535.23,1602.51,1633.12,1543.31,1599.57,1596.68,1321.68,1268.48,1074.64,1117.55,6.47306,-4.60148,-0.655651,-3.03984,-1.96695,-0.0238419,0.727177,21.8749,3.34978,2.2769,0.524521,-1.10865,5.88894,15.1157,83.4465,33.3786,-20.2656,118.017,-22.6498,-312.328,-113.249,-520.945,-194.311,-129.938,-340.939,-245.571,-449.419,-212.193
