time,TH_x,TH_y,TH_z,SC_y,SC_z,SC_x,AC_y,AC_z,AC_x,GH_y,GH_z,GH_yy,EL_x,PS_y
0,0,0,0,-0.273538468,0.371899984,-0.002802831,0.663221226,-0.17639997,-0.047888963,-0.174532329,-0.001938844,-0.174532656,0.508530539,1.488820836
1,0,0,0,-0.273538468,0.371899984,-0.002802831,0.663221226,-0.17639997,-0.047888963,-0.174532329,-0.001938844,-0.174532656,0.508530539,1.488820836
